OPERADOR,DEPARTAMENTO,MUNICIPIO,NOMBRE ZONA WIFI,ID ZONA WIFI,DIRECCION,LONGITUD ,LATITUD,FECHA ACTIVACIÓN
METROTEL,"Bogotá D.C.","Bogotá D.C.",CATAM - GRUSE 85,1100104043,CALLE 26 CON CARRERA 116,-74.15146,4.702998,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",MUSEO DE ARTE MODERNO DE BOGOTÁ,1100104044,CALLE 24 NO. 6-00,-74.069222,4.610155,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PARKWAY,1100104045,CARRERA 24 ENTRE CALLE 34 Y 45,-74.075239,4.629386,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PIT CENTRO HISTÓRICO,1100104046,CARRERA 8 CALLE 9-83,-74.076818,4.597784,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",ZONA BOSQUE CALDERÓN,1100104047,TRANSVERSAL 4B ESTE CON CALLE 59 DIRECCIÓN CANCHA,-74.053994,4.640924,09/26/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PARQUE EL VIRREY 2,1100104048,CALLE 87 ENTRE CARRERA 15 Y AUTOPISTA NORTE,-74.057681,4.674908,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PLAZA FUNDACIONAL DE BOSA,1100104050,CARRERA 80 NO 61-05 SUR,-74.184704,4.610366,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PARQUE ZONAL FONTANAR DEL RIO,1100104051,DIAGONAL 145 CON CARRERA 112,-74.108753,4.755953,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PARQUE ILIMANI ,1100104052,CALLE 71P N° 27B-10- BARRIO PARAISO,-74.161114,4.548107,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PARQUE VALLES DE CAFAM,1100104053,CRA. 2D #91B SUR-62,-74.118506,4.508612,09/29/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PLAZOLETA PROCURADURÍA,1100104054,CARRERA 5 # 15-80,-74.071425,4.601461,04/27/2017 12:00:00 AM
METROTEL,"Bogotá D.C.","Bogotá D.C.",PARQUE ALTABLANCA,1100104055,CALLE 156B #8-35,-74.028677,4.734323,09/29/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Arjona,PLAZA PRINCIPAL DE ARJONA,1305205001,CLL 51 # 38,-75.342717,10.254764,06/22/2017 12:00:00 AM
ETB,Bolívar,Cartagena,PLAZA DE LA ADUANA,1300101000,CARRERA 4A # 31-2 A 31-100,-75.55,10.4225,06/23/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Cartagena,CANCHA SINTÉTICA LA MARIA,1300105001,CLL 46 # 30,-75.519614,10.422023,06/23/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Cartagena,CASA DE LA JUSTICIA CHIQUINQUIRA,1300105002,CLL 58 # 31C,-75.491704,10.406206,06/23/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Cartagena,CIUDAD BICENTENARIO,1300105003,SECTOR CIUDAD BICENTENARIO,-75.447668,10.425865,06/23/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,El Peñón,CASA DE LA CULTURA; PARQUE INFANTIL,1326805001,CRA 9 #8,-73.950415,8.989014,06/22/2017 12:00:00 AM
ETB,Bolívar,Magangué,PARQUE LINEAL DE SAN MARTIN,1343001000,CALLE 15 ENTRE CARRERA 18ª Y 20,-74.76005,9.246988,01/26/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Magangué,PARQUE DE LOS ESTUDIANTES,1343005001,CLL 16A # 10,-74.749221,9.238748,10/19/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Magangué,PARQUE LAS AMERICAS,1343005002,CRA 6 # 16,-74.745692,9.235766,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Magangué,CAI CALLE DE LAS FLOREZ,1343005003,"CALLE LAS FLORES, CALLE 11A #3",-74.743982,9.230893,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Mahates,PARQUE CENTRAL,1343305001,CLL 18 # 36,-75.188284,10.237114,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Mahates,CORREGIMIENTO DE MALAGANA,1343305002,CORREGIMIENTO DE MALAGANA,-75.227367,10.138727,10/19/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Mahates,CANCHA DEPORTIVA,1343305003,CLL 13A # 41A,-75.193436,10.234839,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,San Estanislao,BARRIO EL CARMEN,1364705001,CARRERA 40 N,-75.15854,10.398965,10/19/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,San Estanislao,PARQUE CAMELLON DE LA POLA,1364705002,CRA 19 # 20,-75.148754,10.395832,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,San Estanislao,BARRIO BARRAQUILLITA SECTOR INTITUCION EDUCATIVA FELIPE PADILLA,1364705003,"CRA 14, CALLE 37 ESQUINA",-75.147234,10.404285,10/19/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Santa Rosa del Sur,PARQUE CENTRAL,1368805001,CLL 10 # 12,-74.052026,7.962382,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Santa Rosa del Sur,CIUDADELA DE LA PAZ,1368805002,CIUDADELA DE LA PAZ,-74.059242,7.977982,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Turbaco,INSTITUCION EDUCATIVA FELIPE SANTIAGO SEDE JUAN XXIII,1383605001,CRA 5 #2,-75.405944,10.321389,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Turbaco,INSTITUCION EDUCATIVA CUARTA POZA DE MANGA SEDE HILDA MARRUGO DE AHUMADA,1383605002,CLL 14 # 30,-75.423361,10.327869,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Turbaco,SECTOR INSTITUCION EDUCATIVA BUENA ESPERANZA SEDE BELLAVISTA,1383605003,"BARRIO PARAISO, SECTOR LAS COCAS",-75.399623,10.330235,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Turbaco,PLAZA PRINCIPAL SAN PEDRO,1383605004,CRA. 8 #17,-75.407722,10.329561,06/22/2017 12:00:00 AM
TELEBUCARAMANGA,Bolívar,Turbaco,BELLAVISTA,1383605005,CLL 29,-75.408376,10.336169,10/19/2017 12:00:00 AM
ERT,Boyacá,Cerinza,COLISEO CUBIERTO CERINZA,1516202001,CALLE 7 NO 5-73,-72.948161,5.957608,05/02/2017 12:00:00 AM
ERT,Boyacá,Chiquinquirá,PARQUE JULIO FLORES,1517602001,CALLE 17 NO 7A-48,-73.815785,5.615902,01/10/2018 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Chiscas,PARQUE PRINCIPAL,1518005001,CRA. 5 #3-2 A 3-84,-72.499755,6.552441,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Chiscas,PARQUE LAS MERCEDES,1518005002,CARRERA 15 A CALLE 1,-72.471604,6.573218,07/13/2017 12:00:00 AM
ERT,Boyacá,Duitama,PARQUE DEL CARMEN ,1523802001,CALLE 13 CON CARRERA 14,-73.036399,5.827237,01/10/2018 12:00:00 AM
TELEBUCARAMANGA,Boyacá,El Espino,PARQUE PRINCIPAL,1524805001,CALLES 5 Y 6 CARRERAS 4 Y 5,-72.496091,6.482811,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,El Espino,COLISEO MUNICIPAL,1524805002,CARRERA 5 CALLE 4,-72.495449,6.481625,07/13/2017 12:00:00 AM
ERT,Boyacá,La Capilla,POLIDEPORTIVO MUNICIPAL DE LA CAPILLA - ESTACIÓN DE POLICÍA,1538002001,CARRERA 4 # 2-06,-73.444351,5.09771,05/02/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Miraflores,PARQUE PRINCIPAL,1545505001,CR 6 Y 7 CON CALLE 3 Y 4,-73.143958,5.195486,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Miraflores,PLAZA DE MERCADO,1545505002,CARR: 8 CON CALLE 5 Y 6,-73.144453,5.197104,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Nuevo Colón,PARQUE PRINCIPAL NUEVO COLON,1549405001,CL. 3 #4-2 A 4-106,-73.457463,5.354761,07/13/2017 12:00:00 AM
ERT,Boyacá,Otanche,PLAZOLETA BARRIO ACAPULCO,1550702001,CALLE 5 N° 9-30,-74.182678,5.66075,05/02/2017 12:00:00 AM
ERT,Boyacá,Soatá,ZONA ESTUDIANTIL,1575302001,CALLE 8 NO. 6 - 30,-72.683945,6.33443,05/02/2017 12:00:00 AM
ETB,Boyacá,Sogamoso,PLAZA DE LA VILLA,1575901000,CARRERA 11-12 Y CLL 11-12,-72.927888,5.715166,01/20/2017 12:00:00 AM
ERT,Boyacá,Sogamoso,PARQUE RECREACIONAL DEL NORTE,1575902001,CARRERA 11 CON CALLE 24 Y 26,-72.921667,5.726111,05/02/2017 12:00:00 AM
ERT,Boyacá,Sogamoso,PARQUE EL LAGUITO,1575902002,CALLE 11 CON CARRERA 21,-72.923611,5.723889,05/02/2017 12:00:00 AM
ERT,Boyacá,Sogamoso,PARQUE RECREACIONAL CONCHUCUA,1575902003,ENTRE CALLES 8 Y 9 CON CARRERA 3,-72.924296,5.710316,05/02/2017 12:00:00 AM
ERT,Boyacá,Sora,PARQUE PRINCIPAL,1576202001,CALLE 3 N 2-35,-73.450336,5.566006,05/02/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Sutamarchán,PARQUE PRINCIPAL,1577605001,CL. 5 #4-48,-73.620527,5.620358,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Sutamarchán,BARRIO LA PRIMAVERA ESCENARIO DEPORTIVO PRIMAVERA. CANCHA SINTÉTICA,1577605002,CL. 2 #2-2 A 2-11,-73.621633,5.617916,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Tibaná,PARQUE PRINCIPAL,1580405001,CALLE: 6 Y 7 CARRERAS 4 Y 5,-73.397027,5.317888,07/13/2017 12:00:00 AM
ETB,Boyacá,Tunja,PLAZA DE BOLIVAR,1500101000,ENTRE LAS KR 9 – 10 Y CALLES 19 - 20,-73.361972,5.532888,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Tunja,BOSQUE DE LA REPUBLICA - BOSQUE PRESIDENCIAL,1500105001,CL. 13A #10A-2 A 10A-40,-73.364444,5.527083,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Tunja,PLAZOLETA MUISCA (LAS NIEVES),1500105002,CL. 26 #9-1 A 9-113,-73.359749,5.538194,07/13/2017 12:00:00 AM
TELEBUCARAMANGA,Boyacá,Tunja,COMPLEJO DEPORTIVO SAN ANTONIO,1500105003,CL. 12 #1-12 A 1-120,-73.356611,5.520194,07/13/2017 12:00:00 AM
ERT,Boyacá,Tununguá,PARQUE PRINCIPAL,1583202001,CALLE 2 #2 - 15,-73.932747,5.730153,05/02/2017 12:00:00 AM
ERT,Boyacá,Tuta,PARQUE PRINCIPAL,1583702001,CALLE 5 NO 6 - 41,-73.227733,5.6902,05/02/2017 12:00:00 AM
ETB,Caldas,La Dorada,POLIDEPORTIVO LAS FERIAS,1738001000,ENTRE CALLE 45 – CRA 6ª,-74.676458,5.476772,01/26/2017 12:00:00 AM
UNE,Caldas,La Dorada,POLIDEPORTIVO VICTORIA REAL LA DORADA,1738006001,CALLE 49 ENTRE CRA 11 Y 12 BARRIO VICTORIA REAL,-74.680345,5.4766,06/12/2017 12:00:00 AM
UNE,Caldas,La Dorada,PARQUE GUARINOCITO,1738006002,AUTOPISTA MEDELLÍN - BOGOTÁ - CENTRO POBLADO GUARINOCITO,-74.736879,5.343173,06/12/2017 12:00:00 AM
UNE,Caldas,La Dorada,PARQUE SARA LÓPEZ,1738006003,CARRERA 13 CON CALLES 13 Y 14,-74.671521,5.449772,06/12/2017 12:00:00 AM
ETB,Caldas,Manizales,PARQUE ANTONIO NARIÑO,1700101000,CALLE 65 CON CARRERA 23,-75.486508,5.056111,01/25/2017 12:00:00 AM
UNE,Caldas,Manizales,PARQUE BOSQUES DEL NORTE,1700106001,CALLE 48F - ENTRE CARRERAS 4G Y 4C,-75.489666,5.082066,06/12/2017 12:00:00 AM
UNE,Caldas,Manizales,PLAZA ALFONSO LOPEZ,1700106002,ENTRE CALLES 22 Y 23 Y CARRERAS 21 Y 22 CENTRO,-75.518704,5.069963,06/12/2017 12:00:00 AM
UNE,Caldas,Manizales,CENTRO GALERIAS PLAZA DE MERCADO,1700106003,ENTRE CALLE 23 Y CARRERA 16 BARRIO COLON,-75.517168,5.071602,06/12/2017 12:00:00 AM
ETB,Casanare,Aguazul,CANCHA SINTETICA SAN CARLOS,8501001000,CARRERA 10 CON CALLE 19,-72.540897,5.17214,01/16/2017 12:00:00 AM
ERT,Casanare,Aguazul,PARQUE DEL ARROZ,8501002001,CALLE 23 NO 19 128,-72.542881,5.182245,05/08/2017 12:00:00 AM
ERT,Casanare,Aguazul,PARQUE BARRIO ARAGUANEY,8501002002,CARRERA 8 CON CARRERA 15 Y 16,-72.541722,5.168639,05/08/2017 12:00:00 AM
ERT,Casanare,Aguazul,PARQUE BARRIO ESPIGA,8501002003,CALLE 23 ENTRE CARRERA 15 Y 15A,-72.540806,5.17825,05/08/2017 12:00:00 AM
ETB,Casanare,Yopal,PARQUE LA HERRADURA,8500101000,CALLE 15 CARRERA 20,-72.397638,5.342333,01/16/2017 12:00:00 AM
ERT,Casanare,Yopal,PARQUE SKYPARK,8500102001,CARRERA 19 CON CALLE 36 ESQUINA,-72.390345,5.325891,05/08/2017 12:00:00 AM
ERT,Casanare,Yopal,COLEGIO TERESA DE CALCUTA,8500102002,CARRERA 19 CON CALLE 36 ESQUINA,-72.371698,5.324828,05/08/2017 12:00:00 AM
ERT,Casanare,Yopal,COLISEO VILLA LUCÍA,8500102003,CARRERA 46 ENTRE CALLE 32 Y 33,-72.368687,5.341512,05/08/2017 12:00:00 AM
ERT,Cauca,Bolívar,PARQUE DE LOS FUNDADORES,1910002001,PARQUE DE LOS FUNDADORES,-76.967741,1.83444,04/28/2017 12:00:00 AM
ERT,Cauca,Caloto,PARQUE PRINCIPAL PLAZA DE LA LIBERTAD,1914202001,CALLE 12 CON CARRERA 5,-76.40817,3.034138,04/28/2017 12:00:00 AM
ERT,Cauca,Corinto,PARQUE PRINCIPAL JOSÉ MARÍA OBANDO,1921202001,ENTRE CALLE 7 Y 7B CON CARRERA 8 Y 9,-76.262602,3.174537,04/28/2017 12:00:00 AM
ERT,Cauca,El Tambo,PARQUE PRINCIPAL,1925602001,ENTRE CALLE 1 Y 2 CON CARRERA 4 Y 5,-76.807734,2.450454,04/28/2017 12:00:00 AM
ERT,Cauca,Miranda,PARQUEJULIO FERNÁNDEZ MEDINA,1945502001,ENTRE CALLE 6 Y CALLE 7 CON CARRERA 5 Y 6,-76.22907,3.251052,04/28/2017 12:00:00 AM
ERT,Cauca,Morales,PARQUE PRINCIPAL LOS FUNDADORES,1947302001,PARQUE PRINCIPAL LOS FUNDADORES,-76.629461,2.756639,04/28/2017 12:00:00 AM
ETB,Cauca,Popayán,PLAZA DE MERCADO LA ESMERALDA,1900101000,KR 17 A 18 CON CALLE 5,-76.615277,2.444472,04/11/2017 12:00:00 AM
ERT,Cauca,Popayán,PARQUE EL RECUERDO,1900102001,CARRERA.7 ENTRE CALLES 15N Y 16N,-76.599175,2.452621,04/11/2017 12:00:00 AM
ERT,Cauca,Popayán,CENTRO UNIVERSITARIO TULCAN,1900102002,CARRERA. 2 ENTRE CALLES 10N Y 15N,-76.59852,2.44749,04/11/2017 12:00:00 AM
ERT,Cauca,Popayán,PARQUE BENITO JUAREZ,1900102003,CARRERA. 11 Y 12 ENTRE CALLES 8 Y 8A,-76.612581,2.440065,04/11/2017 12:00:00 AM
ETB,Cauca,Santander de Quilichao,PARQUE CHOLADOS,1669801000,KR 12A CON CALLE 5 A 7,-76.485451,3.008617,03/14/2017 12:00:00 AM
ERT,Cauca,Santander de Quilichao,PARQUE LAS ACACÍAS,1969802001,ENTRE CALLE 14 Y 17 CON CARRERA 6ABIS Y 7,-76.477417,3.017361,04/28/2017 12:00:00 AM
ERT,Cauca,Santander de Quilichao,PARQUE DEL ROSARIO,1969802002,ENTRE CALLE 1 Y 2A CON CARRERA 4SUR Y 5SUR,-76.478833,3.001444,04/28/2017 12:00:00 AM
ERT,Cauca,Santander de Quilichao,PARQUE SIMÓN BOLÍVAR,1969802003,ENTRE CALLE 3 Y 2ABIS CON CARRERA 6,-76.480833,3.004333,04/28/2017 12:00:00 AM
ERT,Cauca,Timbío,PARQUE PRINCIPAL BOYACÁ,1980702001,ENTRE CARRERA 16 Y 17 CON CALLE 15 Y 16,-76.682795,2.3503,04/28/2017 12:00:00 AM
ERT,Cauca,Villa Rica,PARQUE PRINCIPAL FELIX ANGEL COLORADO,1984502001,ENTRE CALLE 3 Y CALLE 4 CON CARRERA 7 Y 8,-76.460731,3.174396,04/28/2017 12:00:00 AM
ETB,Cesar,Aguachica,PARQUE SAN ROQUE,2001101000,CARRERA 10 CON CALLE 5,-73.623736,8.310043,03/02/2017 12:00:00 AM
ERT,Cesar,Aguachica,PARQUE BARAHOJA,2001102001,CALLE 5 CON CARRERA 3,-73.630486,8.311661,04/28/2017 12:00:00 AM
ERT,Cesar,Aguachica,PARQUE NUEVA COLOMBIA,2001102002,CARRERA 43 CON 5TA NORTE,-73.593167,8.317,04/28/2017 12:00:00 AM
ERT,Cesar,Aguachica,PARQUE ROMERO DÍAZ,2001102003,CALLE 14 CON CARRERA 16,-73.616692,8.299667,04/28/2017 12:00:00 AM
ERT,Cesar,San Diego,PLAZA PRINCIPAL FRANCISCO BECERRA,2075002001,CALLE 2C CON CARRERA 9,-73.181497,10.333839,04/28/2017 12:00:00 AM
ETB,Cesar,Valledupar,PARQUE LA NEVADA,2000101000,CALLE 6 CON CARRERA 44 BARRIO LA NEVADA,-73.283166,10.476833,04/28/2017 12:00:00 AM
METROTEL,Cesar,Valledupar,PARQUE LOS FUNDADORES,2000104001,CRA 54 N 59 64,-74.793825,10.99495,04/28/2017 12:00:00 AM
METROTEL,Cesar,Valledupar,PARQUE ALAMOS 1,2000104002,CALLE 32 CON CARRERA 30,-73.257951,10.448309,04/28/2017 12:00:00 AM
METROTEL,Cesar,Valledupar,POLIFUNCIONAL EL PUPO,2000104003,CARRERA 30B CON CALLE 17,-73.267439,10.456274,09/25/2017 12:00:00 AM
METROTEL,Cesar,Valledupar,POLIFUNCIONAL 1 Y 2 / POPULANDIA,2000104004,CALLE 18B CARREA 42,-73.280168,10.447268,09/25/2017 12:00:00 AM
METROTEL,Cesar,Valledupar,PARQUE RECREATIVO MARÍA CAMILA,2000104005,CALLE 18A CON CARRERA 38,-73.269326,10.448846,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE 12 DE OCTUBRE,2000105001,CARRERA 15 CON CALLE 28,-73.245205,10.457235,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE IRACAL,2000105002,ENTRE CALLE 10 Y CALLE 9B,-73.267824,10.474036,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,CIUDADELA COMFA CESAR,2000105003,MANZANA D Y MANZANA E,-73.282081,10.457849,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LOS MAYALES,2000105004,CALLE 32 CON CARRERA 9B,-73.23048,10.458757,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PLAZA ALFONSO LÓPEZ 1,2000105005,CARRERA 5 CALLE 15,-73.244535,10.477591,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PLAZA ALFONSO LÓPEZ 2,2000105006,CARRERA 5 CALLE 15,-73.244535,10.477591,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,CVD,2000105007,TRANSVERSAL 29 CON CALLE 18,-73.26553,10.454693,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE MIRADOR DE LA SIERRA,2000105008,MIRADOR DE LA SIERRA,-73.275987,10.490164,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE ALTOS DE GARUPAL,2000105009,CALLE 11B CON MANZANA Z 2,-73.267113,10.472567,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE DON ALBERTO,2000105010,TRANSVERSAL 42A CON CALLE 13BIS2,-73.282716,10.464791,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,FUENTE DE LA 9A,2000105011,"CALLE 8, CARRERA 11",-73.25559,10.48475,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE VALLE MEZA,2000105012,CALLE 43 CARRERA 18E,-73.244973,10.446982,04/28/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIFUNCIONAL LAS PALMAS,2000105013,DIAGONAL 20B CARRERA 40,-73.235721,10.465599,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE DE LOS CORTIJOS,2000105014,CRA 19A ENTRE CALLES 9C Y 10,-73.262126,10.476424,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,MICRO TIERRA LA BOMBONERA,2000105015,CARRERA 4G CON CALLE 20B,-73.238521,10.469099,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,MERCADO PUBLICO POPULAR,2000105016,AVENIDA PASTRANA ENTRE CALLES 20 Y 21,-73.24769,10.464481,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE DE LAS MADRES,2000105017,CARRERA 19 CON 15,-73.247311,10.476169,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,LA GALERIA POPULAR,2000105018,CARRERA 7 ENTRE CALLES 18A Y 18B,-73.242898,10.473075,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE DE DON CARMELO,2000105019,CALLE 50 CON CARRERA 31,-73.260249,10.442318,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE GARUPAL,2000105020,ENTRE CALLE 12 Y 13 CON KRA 20 Y 23,-73.26637,10.471326,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIDEPORTIVO SAN FERNANDO,2000105021,"CARRERA 5, CALLE 45",-73.232745,10.449375,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIDEPORTIVO PANAMÁ,2000105022,CALLE 42 Y 43 Y CARRERAS 5 Y 6,-73.239263,10.448215,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE 25 DE DICIEMBRE,2000105023,CARRERA 19 CALLE 55,-73.246164,10.439685,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE 1 DE MAYO,2000105024,CALLE 22B CON CARRERAS 19 Y 20,-73.253115,10.459451,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LAS MARÍAS,2000105025,CARRERA 19 NO 1A - 50,-73.26494,10.489467,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIDEPORTIVO VILLA MIRIAN 2,2000105026,PARQUE VILLA MIRIAM 2,-73.270874,10.453182,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,LAS FLORES,2000105027,CARRERA 19C CON CALLE 13B BIS,-73.261881,10.47045,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LOS ALGARROBILLOS - ZONA 2,2000105028,CALLE 30 ENTRE KRA 5TA Y 5A.,-73.235537,10.456892,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,COMPLEJO DE TENIS,2000105029,CARRERA 19 C CON CALLE 13B BIS,-73.261127,10.472528,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,FUTSALA / PARQUE ALAMOS 3,2000105030,CALLE18E CON CARRERA 34,-73.26628,10.447918,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIFUNCIONAL EL MANANTIAL,2000105031,TRANSVERSAL 29 CON 18,-73.267596,10.454534,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIFUNCIONAL / PARQUE EL CENTRO EL CERRITO,2000105032,CALLE 16A CON CARRERA 23 BIS,-73.266616,10.46387,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LINEAL 1,2000105033,CARRERA 4TA | BALNEAREO HURTADO,-73.269901,10.50083,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LINEAL 2,2000105034,CARRERA 4TA | BALNEAREO HURTADO,-73.268233,10.501506,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LINEAL 3,2000105035,CARRERA 4TA | BALNEAREO HURTADO,-73.265098,10.499762,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE LA VALLENATA,2000105036,CARRERA 31 CON CALLE 20 B,-73.262205,10.449176,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,COLISEO CUBIERTO,2000105037,CARRERA 19 C CON CALLE 11,-73.261795,10.474301,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE RECREATIVO / VILLA MIRIAM 1,2000105038,CALLE 18 CARRERA 32 B,-73.270598,10.451619,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIFUNCIONAL - PARQUE ENEAL,2000105039,TRANSVERSAL 28 CON CALLE 12A,-73.269441,10.46994,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE NUEVO MILENIO,2000105040,CALLE 49 CON CARRERA 23,-73.250572,10.441689,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIFUNCIONAL PARQUE GARUPAL 4TA ETAPA,2000105041,CARRERA 30 CON CALLE 9B,-73.273143,10.472714,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PLAZOLETA LINEAL,2000105042,CARRERA 34 CON CALLE 6,-73.276578,10.479107,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,POLIFUNCIONAL CRA 19E,2000105043,CARRRERA 19E CON CALLLE 9A,-73.265689,10.475835,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE DEL SEGURO SOCIAL,2000105044,CALLE 16 CON CARRERA 18,-73.25471,10.469971,09/25/2017 12:00:00 AM
TELEBUCARAMANGA,Cesar,Valledupar,PARQUE NOVALITO,2000105045,CALLE 12 ENTRE CRA 6A Y CRA 6,-73.248213,10.481664,09/25/2017 12:00:00 AM
