OPERADOR,DEPARTAMENTO,MUNICIPIO,NOMBRE ZONA WIFI,ID ZONA WIFI,DIRECCION,LONGITUD ,LATITUD,FECHA ACTIVACIÓN
ERT,Arauca,Fortul,PARQUE PRINCIPAL,8130002000,CLL 6 Y 7 KRA 25 Y 26,-71774669,6790125,12/13/2016 12:00:00 AM
ERT,Arauca,Fortul,CANCHA MÚLTIPLE B. RAMÍREZ,8130002001,CARRERA  16ª ENTRE CALLE 8 Y 9,-71771328,6797981,06/16/2017 12:00:00 AM
ERT,Arauca,Fortul,ZONA CANCHA NUEVO FORTUL,8130002002,ZONA NUEVO FORTUL,-71761678,6805209,06/16/2017 12:00:00 AM
ERT,Arauca,Fortul,ZONA CICLO VÍA,8130002003,CALLE 7,  ENTRE CARRERA 12  Y 14,-71767614,6799783,06/16/2017 12:00:00 AM
EMTEL,Arauca,Saravena,CASA DE LA CULTURA ,8173609001,Calle 20 carrera 15,-71872694,6951833,05/08/2018 12:00:00 AM
EMTEL,Arauca,Saravena,PARQUE BARRIO GALAN ,8173609002,Calle 23 Carrera 20 ,-71878306,6951611,05/08/2018 12:00:00 AM
EMTEL,Arauca,Tame,PARQUE SANTANDER ,8179409001,Calle 15 Carrera 15 ,-71731286,6461492,05/08/2018 12:00:00 AM
EMTEL,Arauca,Tame,TERMINAL TRANSPORTE,8179409002,Calle 9 No.11-54 ,-71726944,6463056,05/08/2018 12:00:00 AM
METROTEL,Atlántico,Baranoa,PLAZA PRINCIPAL,807804001,CARRERA 21 CON CALLE 20,-74914267,10796216,08/11/2017 12:00:00 AM
UNE,Atlántico,Baranoa,PARQUE ESPEJO DE AGUA,807806001,CARRERA 19 NO 11- 331,-74915111,10802444,08/11/2017 12:00:00 AM
ETB,Atlántico,Barranquilla,PARQUE UNIVERSAL AV MURILLO TORO ENTRE CARRERA 35 Y 37A,800101000,PARQUE UNIVERSAL AV MURILLO TORO ENTRE CARRERA 35 Y 37A,-74787369,10979161,09/23/2016 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LOS ANDES,800104001,CLL 63 N 26 50,-74803513,10974981,04/07/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZA DE LA PAZ,800104002,CRA 46 CON CLL 53,-74788949,10987977,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LAS AMERICAS,800104003,CLL 64 N 49 10,-74797906,10993958,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE ALMENDRA,800104004,CLL 38 N 30 14,-74783683,10970949,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SAN JOSE,800104005,CALLE 40B CON CARRERA 21,-74789791,1096152,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LOS FUNDADORES,800104006,CRA 54 N 59 64,-74793825,1099495,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LAS NIEVES,800104007,CRA 18 N 24 60,-74780042,10955798,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SANTO DOMINGO SABIO,800104008,CRA29 N 57 50,-7480066,10976269,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZOLETA MONUMENTO A LA BANDERA,800104009,CRA 54 N 52 258 Y CLL 58 N 54 96,-74790671,10993073,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LIMONCITO,800104010,CLL 86B N 73 69,-74811678,11020388,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE TRES AVE MARIAS,800104011,CLL 81 N 69 25,-74807481,11015061,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE MODELO,800104012,CLLS 52 Y 56 ENTRE CRAS 65 Y 66,-74788567,10998823,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE EUGENIO MACIAS,800104013,CRA 44 N 79B 44,-74814432,10997812,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE CISNEROS,800104014,CRA 68 ENTRE CRAS 64 Y 65,-74791444,1100112,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LAS CUMBRES,800104015,CLL 87 N 42E 05 BQ 11,-74826319,1099738,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LA FLORESTA,800104016,CLL 84 N 75B 29, CRA 75E N 84 21,-748096,11021712,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BETANIA,800104017,CLL 75 N 38A 05,-74814098,1098747,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE EL GOLF,800104018,CALE 81 ENTRE CARRERA 59B Y 59C,-74807458,11010428,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,"PARQUE NAPOLEON SALCEDO COTES ""OLAYA""",800104019,CRA 30 N 70B 10,-74809763,10979974,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE EL SILENCIO,800104020,CLL 73 N 26B2 27,-74813303,10977316,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LAS MERCEDES,800104021,CLL 79A Y 79B ENTRE CRAS 34 Y 35,-74818033,10984229,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE EL SANTUARIO (SAN FELIPE),800104022,CLL 70B CRA 24B,-74810635,10972882,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SAGRADO CORAZON,800104023,CRA 42E N 80 140,-74817944,10994092,05/18/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE METROPOLITANO,800104024,AV CIRCUNVALAR CON MURILLO,-74800125,10924962,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE EL CARMEN,800104025,CLL 49 N 19D 15,-74798711,10963934,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LOS PITUFOS,800104026,CLL 46C N 8B SUR 11,-74803901,10926847,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE JUAN MINA,800104027,CRA 31B CLL 124,-74893049,10954079,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE PLACITA DEL VALLE,800104028,CRA 21B ENTRE CLLS 70C Y 68C,-74810955,10968763,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE METROPOLITANO ZONA 2,800104029,MURILLO CON CIRCUNVALAR,-74799915,10924176,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE MONTECRISTO,800104030,CALLE 47 N 54 05,-74784782,10994366,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE PRUDENCIO PADILLA,800104031,CALLE 98 ENTRE CARRERA 59B Y CARRERA 64,-74823524,11018657,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BOSQUES DEL NORTE,800104032,CLL 94 N 55 53,-74822423,11014262,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE WASHINGTON,800104033,CLL 80 N 53 18,-7481101,11005472,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SURI SALCEDO,800104034,CLL 70 N 46 15,-74804303,10994019,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE DE LOS MÚSICOS (PORTAL TRANSMETRO JOE ARROYO),800104035,CRA 46 CON CLL 74,-74806997,10995206,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,POLIDEPORTIVO LA MAGDALENA,800104036,CRA 6B CON CLL 35B,-74792507,10943269,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE VENEZUELA,800104037,CLL 87 Y 90 ENTRE CRAS 43B Y 44,-74824047,11001494,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE ADELITA DE CHAR,800104038,CLL 19 CRA 17C,-74871168,11032336,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE ADELITA DE CHAR 2 DA ETAPA,800104039,CLL 21 CRA 17,-74872302,11032417,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE ADELITA DE CHAR 1RA ETAPA,800104040,CRA 14 CLL 18C,-74869133,11033025,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE JARDÍN BOTÁNICO,800104041,CRA 13C ENTRE CLLS 40B Y 44,-74796072,10952394,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BARLOVENTO,800104042,VIA 40 CON CRA 50B,-74778521,10989458,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE DOS VILLAS,800104043,CLL 85 ENTRE CRAS 67 Y 70,-74810815,11015784,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE CANCHA LAS PALMAS,800104044,CLLS 34 Y 34 A ENTRE CRAS 8B Y 8D,-74788828,10947887,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE ALEJANDRO CHAR,800104045,CRA 31B CLL 124,-74846001,10979585,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE PINAR DEL RIO,800104046,D 141B T 34 VÍA JUAN MINA,-74866768,10964694,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BELLAVISTA,800104047,CLL 72 ENTRE CRAS 61 Y 61B,-7479577,11002579,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,JARDIN BOTÁNICO ZONA 2,800104048,CRA 29B Y 29C ENTRE CLLS 7 Y 6A,-74795808,10951757,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LAS FLORES,800104049,CRA 86 CON CLL 108,-74826258,11041021,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE CALAN CALA,800104050,CRA 31 CLL 50,-74791926,1097477,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,ERNESTO MCAUSLAND,800104051,CARRERA 9 ENTRE CALLE 17B Y CALLE 11,-74772637,1094995,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE CORREGIMIENTO LA PLAYA,800104052,CRA 10 CON CALLE 15,-74865644,11032686,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SAN MARINO,800104053,CRA 77A N 85 198,-74806302,11024362,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LA INMACULADA,800104054,CLL 36 Y 37C CRA 5A Y 6,-74791665,10940726,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,MALECON DEL BICENTENARIO,800104055,CLL 6 CON CRA 51 SECTOR LA LOMA,-74769426,10995634,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PASEO BOLÍVAR 2,800104056,CLL 34 ENTRE CRAS 39 Y 43,-74778323,10980367,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LA VICTORIA,800104057,CLL 45 Y 47 CRA 10E,-74799168,10952402,01/09/2018 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE FLACO MELÉNDEZ,800104058,CALLE 53 CON CARRERA 19D (ESQUINA),-74799941,10965437,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,CANCHA SAN CARLOS BORROMEO,800104059,CRA 20 N 112D 30,-74840926,1097192,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZOLETA DE LA CATEDRAL,800104060,CLL 70B CRA 24B,-74810635,10972882,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE CARRIZAL,800104061,CLL 49 N 3-17,-74803419,10936154,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,BOULEVARD SIMON BOLIVAR - TRAMO OCCIDENTAL Y ORIENTAL (ZONA 1),800104062,CLL 19 ENTRE CRAS 1B Y 7C,-74775689,10946869,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZOLETA PARQUE CULTURAL DEL CARIBE,800104063,VÍA 40 CON CR 46,-74777577,10986365,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZOLETA LA INTENDENCIA FLUVIAL,800104064,VIA 40 CON CRA 46,-74775848,10986127,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LOS CANOSOS,800104065,CRA 1C CON CLL 41D,-74795401,10930411,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE VIRGEN DEL CARMEN,800104066,CRA 3SUR ENTRE CLLS 47 Y 47A,-74806814,10930217,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LA UNION I,800104067,CLL 35B N 14 30 CRA 14 N 35A 24,-74789375,10951931,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE MADELAINE CERTAIN,800104068,CLL 68 ENTRE CRAS 1C Y 1D,-74817689,10933909,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SAN VICENTE,800104069,CLL 53D CRA 17,-74803166,10961311,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE VICENTE NOGUERA Y ELSA DE LA ESPRIELLA,800104070,CRA 15 A1 CON CLL 85,-74826588,10968906,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,CANCHA DE MICROFUTBOL CARRIZAL,800104071,CLL 49 CON CRA 2F,-74804961,10935011,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BICENTENARIO - ETAPA 1,800104072,CRA 12A ENTRE CLLS 99C Y 110 B. LA PAZ,-74837528,10964324,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,BOULEVARD VILLA CAROLINA,800104073,CLL 92 Y 93 ENTRE CRAS 70 Y 73,-7481614,11021356,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SAN PIO,800104074,CLL 73 CRA 8A,-74818718,10952744,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE SAN MARTIN,800104075,CLL 24 N 6A 15,-7477889,1094615,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,CANCHA PARQUE SAN MARTÍN,800104077,CALLE 51B ENTRE CARRERAS 3SUR Y 4SUR.,-74813108,10930345,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE REBOLO,800104076,CARRERA 32 CON CALLE 9,-74771782,10969213,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE VILLA FLOR,800104078,CRA 6H Y 6G ENTRE CLL 96B Y 97,-74827155,10947273,01/09/2018 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE VILLA SAN CARLOS - EN CONSTRUCCIÓN,800104079,CLL 99C ENTRE CRAS 1 Y 3SUR,-74831522,10934371,01/09/2018 12:00:00 AM
METROTEL,Atlántico,Barranquilla,BOULEVARD 7 BOCAS,800104080,CRA 41 ENTRE CLLS 57 Y 63B,-7479805,10984748,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BOYACA,800104081,CRA 19 ENTRE CLLS 35 Y 35B,-74788098,10956661,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE ELECTRIFICADORA EL SILENCIO,800104082,CLL 76 CRA 26D Y 27,-74813303,10977316,01/09/2018 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE MARIA AUXILIADORA,800104083,CLL 40 Y 41 CRA 7E Y 7F,-74795439,10944334,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE VIGORÓN MEJÍA (LAS PALMITAS),800104084,CALLE 35B CON CARRERA 8D (ESQUINA).,-74791899,10948136,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,BOULEVARD SIMON BOLIVAR ZONA 3,800104085,CALLE 19 ENTRE CARRERA 4C Y 5 B,-74777443,10942823,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE DE LOS SUEÑOS,800104086,CLL 91 N 39 69,-74835477,10984909,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE EL CAMPITO - EN CONSTRUCCIÓN,800104087,CLL 37C CRA 8D,-74794057,10948307,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE LAS CAYENAS,800104088,CLL 48G CRA 10 SUR,-74809039,10923501,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,BOULEVARD SIMON BOLIVAR ZONA 2,800104089,CALLE 19 ENTRE CARRERA 5B Y 6B,-74776619,10944798,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,MALECON DEL BICENTENARIO ZONA 2,800104090,CLL 6 CON CRA 51 SECTOR LA LOMA,-74771304,10998045,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE JAIRO CEPEDA,800104091,CALLE 79 CON CARRERA 59B (ESQUINA).,-74804419,1100884,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE DE RAQUETAS- CANCHAS DE TENIS ,800104092,CRA 53 CON CLL 100,-74830173,11013947,05/07/2018 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZA DE SAN NICOLAS,800104093,CLL 32 Y 33 ENTRE CRAS 41 Y 42,-74777671,10979989,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PLAZA DE SAN ROQUE,800104094,CLL 30 CON CRA 38 ESQ.,-74777845,1097597,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE DE LA ELECTRIFICADORA RIOMAR,800104095,CRA 64 CON CALLE 85,-74813926,11013775,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,TERMINAL DE TRANSPORTES,800104096,PROLONGACIÓN CALLE MURILLO - KM 1.5,-74793701,10909585,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE CRISTO REY - EN CONSTRUCCIÓN,800104097,CRA 21B CON CLL 52 ESQ,-74797827,10966644,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PASEO BOLIVAR ZONA 1,800104098,CLL 34 ENTRE CRAS 38 Y 45,-74777721,10982747,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PASEO PEATONAL CEEC,800104099,VIA 40 N 79B 06,-74800693,11023386,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Barranquilla,PARQUE BOULEVAR BUENAVISTA,800104100,CALLE 99 CRA 52 HASTA CRA 59,-74823771,11019816,08/10/2017 12:00:00 AM
UNE,Atlántico,Barranquilla,PARQUE LOS TRUPILLOS,800106001,CALLE 28 CON CARRERA 21,-74783393,10958102,08/10/2017 12:00:00 AM
UNE,Atlántico,Barranquilla,PARQUE FELPHE,800106002,DESPUES DE PARCELACION EL HATO,-74804282,10928757,08/10/2017 12:00:00 AM
UNE,Atlántico,Barranquilla,PARQUE NUESTRA SEÑORA DE GUADALUPE,800106003,SUROCCIDENTE CIUDADELA 20 DE JULIO. K2A C45D,-7480604,10926872,08/10/2017 12:00:00 AM
METROTEL,Atlántico,Campo de La Cruz,PARQUE PRINCIPAL,813704001,CALLE 8 CON CRA 8,-74880703,10380258,08/11/2017 12:00:00 AM
UNE,Atlántico,Campo de La Cruz,PARQUE INMACULADA,813706001,CARRERA 16 ENTRE CALLE 9 Y 10,-74889444,10378889,08/11/2017 12:00:00 AM
UNE,Atlántico,Candelaria,PLAZA PRINCIPAL,814106001,CALLE 12 #11 - 69,-74880345,10455878,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Galapa,MUNDO FELÍZ,829604002, CALLE 16 CRA 35,-7488518,10916986,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Galapa,PLAZA PRINCIPAL,829604001,CARRERA 13 CALLE 18 PLAZA PRINCIPAL,-74886473,10899447,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Juan de Acosta,CORREGIMIENTO LA CHORRERA PLAZA PRINCIPAL,837204001,PLAZA PRINCIPAL DEL CORREGIMIENTO DE CHORRERA,-75011413,10792833,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Luruaco,PLAZA CENTRAL LURUACO,842104001,CARRERA 21 CON CALLE 17,-75143979,10609807,08/11/2017 12:00:00 AM
UNE,Atlántico,Luruaco,SECTOR ESTADIO DE BEISBOL,842106001,CALLE 19 ENTR CARRERA 15 Y 16,-75147811,10609293,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Malambo,PLAZA PRINCIPAL,843304001,CALLE 7 CRA 11,-74772491,10859316,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Malambo,PARQUE LA LUNA,843304002,CALLE 4A NO 4SUR 19,-74770622,10843002,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Malambo,PARQUE MONTECARLOS,843304003,CARRERA 1E CALLE 4B,-74774325,10849197,08/11/2017 12:00:00 AM
UNE,Atlántico,Malambo,PARQUE DE LA CULTURA FABIO MIRANDA,843306001,CARRERA 8 CON CALLE 11A BARRIO CENTRO,-74775611,10857972,05/26/2017 12:00:00 AM
UNE,Atlántico,Manatí,LA PLAZA PRINCIPAL,843606001,KR 4B # 7,-74959583,10445194,08/11/2017 12:00:00 AM
UNE,Atlántico,Palmar de Varela,PLAZA PRINCIPAL,852006001,CALLE 3 CARRERA 5,-74749667,1074375,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Piojó,PLAZA PRINCIPAL,854904001,CARRERA 8 CON CALLE 11,-7510798,10747797,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Piojó,CORREGIMIENTO HIBÁCHARO,854904002,PLAZA PRINCIPAL DEL CORREGIMIENTO DE HIBACHARO PIOJO,-75134327,10716261,08/11/2017 12:00:00 AM
UNE,Atlántico,Polonuevo,PARQUE SAN LUIS BELTRAN,855806001,CALLE 3 ENTRE CRAS. 4 Y 5 (AL LADO DE LA PARROQUIA SAN LUIS BELTRAN),-74857528,107745,08/11/2017 12:00:00 AM
EMTEL,Atlántico,Ponedera,Plaza Principal ,856009001,Calle 11 No 16-64 Barriola Plaza Diagonal a la Alcaldia.,-7474761,10638284,05/07/2018 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Puerto Colombia,MALECON DE PUERTO COLOMBIA,857305001,CLL 1E,-74955101,10994989,08/11/2017 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Puerto Colombia,PLAZA IGLESIA PTO COLOMBIA,857305002,CALLE 3 # 7-18,-74957273,10989182,05/26/2017 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Puerto Colombia,SECTOR DE CHIRINGUITO,857305003,SALGAR, PUERTO COLOMBIA,-74928417,11023139,08/11/2017 12:00:00 AM
EMTEL,Atlántico,Repelón,Parque del Cementerio,860609001,Calle 8 con Carrera 4,-75121111,10492778,05/07/2018 12:00:00 AM
UNE,Atlántico,Sabanagrande,PARQUE ALTOS DE BETANIA,863406001,CRA 7 CLLE 16,-74753623,10784637,05/26/2017 12:00:00 AM
EMTEL,Atlántico,Sabanalarga,Plaza Principal ,863809001,Plaza Principal del Municipio de Sabanalarga,-74920494,10632325,05/07/2018 12:00:00 AM
UNE,Atlántico,Santa Lucía,PLAZA SON DE NEGRO,867506001,CALLE 7 CON CARRERA 10,-74962667,10325278,05/26/2017 12:00:00 AM
UNE,Atlántico,Santo Tomás,CAMINO REAL,868506001,CALLE 35 CARRERA 11E,-74759965,10752617,05/26/2017 12:00:00 AM
ETB,Atlántico,Soledad,CENTRO HISTORICO (PLAZA CENTRAL),875801000,CARRERA 19 CALLE 15A,-74764377,10915675,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Soledad,PARQUE GAVIOTAS,875804001,CALLE 54 ENTRE CARRERA 32 Y 33,-74792463,10925819,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Soledad,PARQUE MUVDI,875804002,CALLE 30 ENTRADA AL HIPODROMO,-74780056,10928124,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Soledad,POLIDEPORTIVO LOS ROBLES,875804003,CALLE 76 NO 23C 14 LOS ROBLES,-74808886,10921426,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Soledad,PARQUE CENTENARIO,875804004,CRA 16 CON CALLE 25 Y 26,-74769113,10924791,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Soledad,POLIDEPORTIVO EL HIPÓDROMO,875804005,CALLE 26 ENTRE CARRERA 28 Y 29,-74771656,10926402,05/26/2017 12:00:00 AM
UNE,Atlántico,Soledad,PARQUE LOS ROBLES,875806001,CALLE 77 CRA 18,-74811861,10916333,05/26/2017 12:00:00 AM
UNE,Atlántico,Soledad,PARQUE LAS MORAS,875806002,CALLE 60 CRA 20,-74797083,10918472,05/26/2017 12:00:00 AM
UNE,Atlántico,Soledad,PARQUE HIPODROMO,875806003,CRA 30 CON CALLE 27C,-74774167,10928167,05/26/2017 12:00:00 AM
METROTEL,Atlántico,Suan,PLAZA PRINCIPAL,877004001,CALLE 4A CON CRA 11,-74881013,1033235,08/11/2017 12:00:00 AM
UNE,Atlántico,Suan,ESTADIO DE FUTBOL VÍCTOR DANILO PACHECO,877006001,CALLE 4 NO 3-109,-74881972,10328306,05/26/2017 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Tubará,PLAZA GUAIMARAL,883205001,PLAZA GUAIMARAL,-74938111,10875222,08/11/2017 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Tubará,PARQUE VEREDA CORRAL DE SAN LUIS,883205002,PARQUE VEREDA CORRAL DE SAN LUIS,-75001856,10895126,08/11/2017 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Tubará,PLAYAS DE CAÑO DULCE,883205003,PLAYAS DE CAÑO DULCE,-75063157,10888277,08/11/2017 12:00:00 AM
TELEBUCARAMANGA,Atlántico,Tubará,PARQUE MIRADOR,883205004,CALLE 1 4C BARRIO EL LLANO,-74975245,10870428,08/11/2017 12:00:00 AM
METROTEL,Atlántico,Usiacurí,PLAZA GRANADA,884904001,CALLE 16 CRA 13B,-7497925,1074638,08/11/2017 12:00:00 AM
UNE,Atlántico,Usiacurí,PLAZA PRINCIPAL - PARQUE DE LA CONVIVENCIA,884906001,PLAZA PRINCIPAL,-74978172,10742287,05/26/2017 12:00:00 AM
EMTEL,Atlántico,Usiacurí,Plaza Julio Flores,884909001,Transversal 20 No 18-104,-74981111,10746389,05/07/2018 12:00:00 AM
ETB,Bogotá D.C.,Bogotá D.C.,PARQUE SAN ANDRÉS,1100101000,KR 102 Y 100 CON CALLE 82 Y 80,-74110069,4712825,12/13/2016 12:00:00 AM
METROTEL,Bogotá D.C.,Bogotá D.C.,"PARQUE SIMON BOLÍVAR - 
UNIDAD DEPORTIVA SALITRE (UDS) ENTRADA",1100104001,CALLE 63 N° 68 - 45,-74095351,4665885,09/29/2017 12:00:00 AM
METROTEL,Bogotá D.C.,Bogotá D.C.,PARQUE SIMON BOLÍVAR - UNIDAD DEPORTIVA SALITRE (UDS) PISTA BMX 1,1100104002,CALLE 63 N° 68 - 45,-74098498,4664629,09/29/2017 12:00:00 AM
METROTEL,Bogotá D.C.,Bogotá D.C.,PARQUE SIMON BOLÍVAR - CASCADA 1,1100104003,ENTRE CALLES 63 Y 53 Y CARRERAS 60 Y AVENIDA CARRERA 68,-7409074,4660727,09/29/2017 12:00:00 AM
